sample_size,parameter,mean,sd,2.5%,50%,97.5%
750,beta,1.9690040688204022,0.020858169956057486,1.927029987671822,1.9681213797136383,2.0125189374173504
750,theta,9.83937593035274,0.13582990834174535,9.547971514244619,9.836233301714103,10.115452183327237
750,beta,1.9886563541067859,0.02316656882745121,1.9456931854371395,1.987666955561493,2.0391146427970686
750,theta,9.953358912702559,0.15658273245787335,9.652890963509254,9.947067371825598,10.289918827843959
750,beta,1.9744329754623988,0.021045638075859942,1.9322434326451856,1.9743274274248328,2.01316203936943
750,theta,9.87030671110178,0.1374505996118369,9.597900195282088,9.877986531194548,10.129767629705142
750,beta,2.0431458391921296,0.020935715254468315,2.002743039845971,2.044759730419443,2.081287116624328
750,theta,10.300386275431272,0.1332344583190038,10.030935768484174,10.299116180325829,10.539828267725603
750,beta,2.000610520929407,0.022130398766322522,1.961327497682852,1.999881613330914,2.0470376968556305
750,theta,9.941883521976093,0.14529428685172838,9.678857797200296,9.939310696733173,10.23325031524817
750,beta,2.037406812834093,0.023323390927837574,1.9894378985179775,2.039977704793075,2.0792150823031665
750,theta,10.218845570667295,0.1494373469506179,9.89847952835535,10.236639571103915,10.488970086448564
750,beta,1.977168528854882,0.01942407340789733,1.9458647218700036,1.9754974411468136,2.0144177550236027
750,theta,9.830359257668576,0.13137802673497168,9.599240589493451,9.82900074147981,10.078781086489883
750,beta,2.0256257731487883,0.022213059771954122,1.9804199935915714,2.0255104045415027,2.066163462879977
750,theta,10.208464603308409,0.14996014617622996,9.89923658448047,10.215504546411193,10.456065529329823
750,beta,2.0179398430041107,0.024037866575585407,1.9695672505623627,2.0185208934083665,2.0657262807827736
750,theta,10.050792552786278,0.15840176822955693,9.72536640033322,10.047127993700187,10.346048506306932
750,beta,1.9871633648666227,0.02131362238753396,1.9407587974327303,1.9878497562767006,2.022756760224924
750,theta,9.807954428317212,0.13998724765920662,9.501672226698009,9.808969344989784,10.030075113947131
750,beta,2.0121142161364194,0.019330436587707448,1.973591237278201,2.011278295433355,2.050206012427738
750,theta,10.03336317690453,0.128407624204322,9.792458096218155,10.032655610698608,10.288413412858123
750,beta,1.9986856171372116,0.02105883551259249,1.9608984991005478,1.9986729884266698,2.0412604088326813
750,theta,9.970471062260101,0.14020113585459792,9.713249920055382,9.968970029792015,10.249012902554067
750,beta,1.972719462735024,0.022784799651671957,1.92633231468877,1.9729746602117568,2.0138375300127946
750,theta,9.888949895795152,0.14727290540137605,9.565886936583084,9.893160351939196,10.147995754448306
