sample_size,parameter,mean,sd,2.5%,50%,97.5%
5,beta,1.5448075571403022,0.22711873720859674,1.1305311986619828,1.5402302752585444,2.026761101318172
5,theta,3.552539132956518,0.7635035171142863,2.212228333601624,3.52968429443188,5.308729024010494
5,beta,1.5620100876208949,0.22889044336480366,1.1151514897147339,1.542171896760141,2.0194284579072
5,theta,3.8519514789702884,0.8987545061891491,2.205333196459436,3.8118840008937003,5.860142614601974
5,beta,2.5965773230148317,0.43183692729024886,1.8520532884889447,2.5556810481104604,3.48327371067562
5,theta,5.609577174338008,0.7426944422292863,4.192025431620482,5.630972616575427,7.147253184517284
5,beta,1.7509466937421925,0.21203113599371434,1.317537148408166,1.7663596599322684,2.1643014395710374
5,theta,4.483179067290799,0.8409401062900631,2.8078986362668195,4.477590824520135,5.998027196013188
5,beta,1.8850410396161832,0.31239391118993487,1.347924834030524,1.864370939656948,2.449098335828411
5,theta,4.310243203550417,0.8511002914036556,2.762865877483119,4.29008736042743,5.862733015069764
5,beta,2.2285461821098735,0.3493137022099309,1.6146426151994169,2.2119018730224536,2.9572443885980015
5,theta,5.0511036437482675,0.7497939023112795,3.563366813659152,5.035088815063993,6.56366408378263
5,beta,1.8356497923445034,0.3232817568527155,1.2809261082519703,1.8178887823718772,2.5308672414079565
5,theta,4.26125518971992,0.8420383673191234,2.6766660143359187,4.270321794855926,5.860172886914164
5,beta,2.744881254958975,0.45613732874939134,1.8702937734715024,2.7182591347861633,3.6428847491194776
5,theta,6.922244190479055,0.9504252897095263,5.059165153916522,6.942165699384707,8.80920829539247
5,beta,2.1521372319530396,0.3551673983633231,1.5104712129174627,2.1335097751472754,2.9067536436500454
5,theta,5.463540310775307,0.8747595396293836,3.894777951892591,5.470426941853322,7.061219938723822
5,beta,1.7946385907157594,0.33239642713555234,1.2342479752400295,1.759272665225168,2.496319565101382
5,theta,4.122583530945284,0.8408312923790908,2.612854388881871,4.103460946139757,5.8145697658386375
5,beta,2.662003966376672,0.6008177501970544,1.5136356177134964,2.608647695121082,4.028587728600977
5,theta,6.463139985723512,1.1374487802045192,3.651391039238111,6.5183700115986785,8.412861952017359
5,beta,2.2878817420817077,0.3360112129694546,1.6526031540795674,2.261883397839264,3.063382466553252
5,theta,6.350770246179179,0.940251595701047,4.6434669891654305,6.308507925386856,8.386596078891603
5,beta,2.3569312994861287,0.560168798972348,1.5067434044213397,2.3416806557615795,3.418290392059341
5,theta,4.952942907683283,0.8847625994893092,3.2357690234173386,5.014427737297476,6.635734017346048
5,beta,2.7383128163830115,0.4819176770348587,1.8130345997772297,2.73865433081496,3.76598949013632
5,theta,6.009090189490373,0.8608845191423257,4.046394014663168,6.012855338299252,7.562406299728875
5,beta,1.436214800824405,0.2107378186073105,1.0634205658304303,1.4145278666087961,1.8899071214645558
5,theta,3.385600960335964,0.8032530346526063,1.9157815697365286,3.2907680615390467,5.047044616168089
5,beta,1.790397456120771,0.3401221744651255,1.1077104604809445,1.7867091230285082,2.464800643537978
5,theta,3.94547598373904,0.8262536961177823,2.1740792477130175,3.94951488519761,5.43207423497547
5,beta,1.6505362436000486,0.2569503497651853,1.2201785760360992,1.6286374153975043,2.170513469222732
5,theta,3.169331201708979,0.7225654360247545,1.7821881889660225,3.0936871831856214,4.568621174475317
5,beta,2.464400062800495,0.4004123337246692,1.6640184389563308,2.4707499461739584,3.360976511092036
5,theta,6.068864624386095,0.8770945529431564,4.0204299494961155,6.1585300681891315,7.5741403095644415
5,beta,1.5761456894828452,0.2871677250249739,1.0733367261790174,1.5513584271253036,2.1685083688440665
5,theta,3.679581584765963,0.9024297875579207,2.0517470582618538,3.652617949810935,5.562957756358751
5,beta,2.2897617539764017,0.3281928902261167,1.653597865705802,2.2818963897381734,2.9109663794729794
5,theta,6.009361599101197,0.9667860724834397,4.072958903835977,6.0368287645468826,7.7501065248122085
5,beta,1.9799941925524829,0.3464690272987822,1.3961500315853046,1.9553166694265431,2.6879324193076215
5,theta,4.99113152530915,0.9429078466134464,3.3067796932273126,4.9217904480425325,6.863097391078762
5,beta,2.0950694081959345,0.35371043565927074,1.4488742630510563,2.0710353942610067,2.8420168357168394
5,theta,5.599792904787082,1.0404928667965048,3.3838962589645267,5.668067286074838,7.559866827166088
5,beta,1.8852657177249135,0.3135938450626194,1.361863847002995,1.8715677003689057,2.5624667000866284
5,theta,4.46439407929393,0.8325992544712943,2.9973357290850142,4.43464501073778,6.094711530694083
5,beta,2.3712570938430404,0.38855924709628964,1.7299057240932143,2.3395780203792813,3.2822460032819305
5,theta,6.450452991993096,1.0328067505921128,4.502415478499243,6.414673469170857,8.692365830278007
5,beta,2.0357354520466755,0.3418581825934809,1.4582969567516466,2.0092293927181064,2.7423073159702653
5,theta,5.077965117733977,0.9299098631231414,3.4650156719483522,5.0816943119379445,6.871863777066574
5,beta,2.212080138016997,0.3488836217691503,1.5591972257349078,2.200325608984035,2.9227072582911324
5,theta,5.487019376565855,0.9592842415063013,3.48311317187067,5.535602596929374,7.260411290954481
5,beta,2.1080783484992374,0.3819356283949086,1.4479781749575142,2.079882441998575,2.9138948299293164
