term,estimate,std.error
sigma0,0.503660469846925,0.162667581682517
beta,1.4327525063431,0.0719982346739808
R1_K[1],1.14803240063678,0.0822694046591674
R1_K[2],0.32222895853235,0.0532204182362998
R1_K[3],0.247336504234098,0.038713648815413
mu0_true,0.0932061077228293,0.242295956573212
sigma0,0.623801197557225,0.163857552826173
beta,1.47244629659515,0.0392466711955686
R1_K[1],1.01449042205516,0.0420549459386569
R1_K[2],0.288950765121087,0.0356692172544938
R1_K[3],0.201181198328368,0.0280495452200898
mu0_true,0.0600099149854438,0.232786916790941
sigma0,0.428017322439043,0.127495729700431
beta,1.46450613455192,0.0464323892435345
R1_K[1],1.00400673548922,0.0468059571711382
R1_K[2],0.35253279598556,0.0387883687429119
R1_K[3],0.202803840154752,0.0236836079485845
mu0_true,0.191227758821161,0.165738185355057
sigma0,0.516241860290619,0.149408178803877
beta,1.5919206966433,0.0463747720749369
R1_K[1],0.895878464783111,0.0409536777008115
R1_K[2],0.295838987797662,0.0435702556114007
R1_K[3],0.177299388938482,0.0195798647925232
mu0_true,0.213002226826651,0.193127898711009
sigma0,0.438488788601008,0.146834973994323
beta,1.51520034015974,0.060330648998343
R1_K[1],0.995139945492145,0.0476453694643072
R1_K[2],0.298939975948534,0.0488835868459379
R1_K[3],0.204938179942317,0.028835380280602
mu0_true,0.153866570978976,0.201115248739854
sigma0,0.791424060380605,0.210213295484187
beta,1.44544314251196,0.0719221833304119
R1_K[1],0.973844102289546,0.0771772561658495
R1_K[2],0.296628649924752,0.0530665759386518
R1_K[3],0.208290288647191,0.0377200718533473
mu0_true,0.250957853963194,0.291890409650048
sigma0,0.628789837323474,0.189572928458027
beta,1.4774829129144,0.0362263080643574
R1_K[1],1.05935144478947,0.0360030548932254
R1_K[2],0.302943639842493,0.0318624886775343
R1_K[3],0.225305759935725,0.0234819794954248
mu0_true,-0.0310369401703803,0.227354442917454
sigma0,0.724447095823812,0.209600790185582
beta,1.51122161388788,0.0419761861402569
R1_K[1],0.959841369483251,0.0381115269276804
R1_K[2],0.288139083563625,0.0333511795957262
R1_K[3],0.157002984734174,0.0195016042843691
mu0_true,0.373558856713653,0.260130386896474
sigma0,0.500495336821737,0.143156566103237
beta,1.65285230432361,0.0687746634612557
