sample_size,parameter,mean,sd,2.5%,50%,97.5%
500,beta,1.9723134962720763,0.025215101950126648,1.9155755373101724,1.9715416661334277,2.0177446391362857
500,theta,9.847806407068683,0.16616606380651908,9.504612094863003,9.84952919770063,10.143220929848923
500,beta,1.962585273663602,0.026766485846970278,1.912895484104721,1.962990215112399,2.0152308979398095
500,theta,9.782694879699992,0.1768952016716824,9.460440661793866,9.776106153441987,10.12824393339915
500,beta,1.9958129915461695,0.027180595306831326,1.9421872484969764,1.996855151748144,2.046578719121178
500,theta,10.060814590620108,0.18606674875737872,9.698459325012724,10.061992395054224,10.431903304915625
500,beta,1.9772947781454042,0.026161509433109315,1.926536381557511,1.9775100910452243,2.0262477311281883
500,theta,9.807772552569174,0.1704815327246162,9.465632481582027,9.813742451748908,10.119849157066259
500,beta,2.037170367276109,0.02647818134356453,1.9884103796053147,2.038295270016242,2.0883105961870547
500,theta,10.339368351469725,0.17234437412371117,10.023596603376323,10.33834577275466,10.670289403453644
500,beta,2.0106449453546387,0.02650634584518762,1.9629486735068826,2.012732957218586,2.067031799619382
500,theta,10.11930024650913,0.1750541323987793,9.76203434211606,10.123666852208686,10.476368134968038
500,beta,2.022534844655426,0.025406036782470158,1.9692487462526524,2.0229158024996643,2.07610559028271
500,theta,10.095785878095679,0.16987441765578232,9.733708586778604,10.10143742236002,10.434117492427527
500,beta,2.00901386984034,0.0280933456512254,1.9552918829598802,2.009346285384569,2.063110198758566
500,theta,10.114575941376396,0.1831760796423174,9.746068698069696,10.116344465234558,10.469747874276539
500,beta,2.020331829067366,0.029458311363644782,1.960987336540346,2.021883279933143,2.0707513163584723
500,theta,10.09077590958507,0.19009276506113645,9.687323051915218,10.100889971926456,10.431414027775718
500,beta,1.9914178794480075,0.02786822521155384,1.9372545085498607,1.991863136647054,2.0523324401523984
500,theta,9.914132158980507,0.18382860264369683,9.548020135773584,9.921088364000598,10.32742705840377
500,beta,2.023236552358515,0.0259730969287664,1.9729737548770223,2.020538663507482,2.076325147975503
500,theta,10.228439197080588,0.17167329957293512,9.889498981007877,10.221239902601098,10.56800081394649
500,beta,2.0403329547374414,0.028968170664129513,1.9861091390925725,2.0414220778858763,2.097097044417173
500,theta,10.253374589072175,0.1881773818977466,9.904484095253483,10.262668910793579,10.634613773241117
500,beta,2.0352155225530453,0.026668516141484338,1.983816425889664,2.033744381955027,2.087502491906652
500,theta,10.116131801868598,0.16889332921837155,9.784131764344554,10.114861130917337,10.447106108283052
500,beta,1.9839983637227565,0.026086717897609666,1.9319858400389411,1.9847858520559858,2.033064694547773
500,theta,9.805621773187093,0.1752275798941199,9.455244181071649,9.80953423544614,10.146737183156834
500,beta,2.020303109936741,0.025224797975092902,1.9716223939606334,2.0187471039844125,2.0718746341090917
500,theta,10.025818620762088,0.1642769010361646,9.717984332469317,10.02924459716682,10.352536074857179
500,beta,1.998014119395801,0.026566464690821325,1.9420624685322696,1.998447727088398,2.0450633496549178
500,theta,9.93992820115955,0.17746276861624016,9.570706454213564,9.946384217355831,10.27571431667345
500,beta,2.015189783343735,0.02764548109011534,1.9640442133804774,2.014328897510826,2.068892108109035
500,theta,10.072880650549617,0.18261357516391247,9.723870293125618,10.079171194782273,10.398291439860571
500,beta,1.980278910582684,0.022555081009126683,1.9336193304424705,1.979904557193776,2.024324770957993
500,theta,9.933931002351574,0.15524735610475618,9.62798231350282,9.932160324076882,10.286115049400404
500,beta,1.9751077498990448,0.027017076210254943,1.92434082000536,1.9756531473651628,2.0291259151044736
500,theta,9.903062420614342,0.18081901624411606,9.553004002000808,9.899189672562304,10.239182944903238
500,beta,1.9999775560838413,0.025807821859539323,1.9499351963600242,2.0008350996903728,2.0460935100164273
500,theta,10.003741321300149,0.16816772544541983,9.693345316326836,10.019808517477625,10.271169963818839
500,beta,2.0518927372380045,0.026361417197864976,1.998527653598805,2.0533187700788407,2.1011062466082384
500,theta,10.264952576628573,0.1693677588645139,9.91296741752631,10.267794816568152,10.5481399595836
500,beta,1.9957811706627406,0.02759131268810272,1.9436316868220405,1.9953293244511352,2.0501009733644375
500,theta,10.000781661342378,0.18342057200288148,9.64265051265162,9.9969138541635445,10.325847239700561
500,beta,1.991784925748265,0.025314216356353916,1.9480750110819605,1.9904705618387628,2.0416379972672023
500,theta,9.938136519423699,0.16754688746266994,9.635479043182055,9.93512281692087,10.277178413642387
500,beta,2.0016610899273326,0.026473214497919447,1.9534331225747488,2.000556369139076,2.0526841402613685
500,theta,10.090072447994968,0.17549276308068074,9.7679861797716,10.092970082921163,10.402753242345021
500,beta,1.969512902696787,0.027899462117425968,1.9093576172737339,1.9710178408227605,2.0250181000522183
500,theta,9.764962565516424,0.18411669816984472,9.367644980113402,9.778945199324745,10.11903608630822
500,beta,2.01732838014338,0.02639816592674438,1.969432934915973,2.0171876773839905,2.070486411006174
500,theta,10.066199238059257,0.17130689437508567,9.72596443557461,10.068889308943575,10.406434877502306
500,beta,2.0063143460622865,0.025685733278739225,1.9604467710055915,2.0028220137315285,2.0572861608661084
500,theta,10.163599558567018,0.17322021447405994,9.862327071193757,10.14328644286039,10.52348424842172
500,beta,1.9615602162647763,0.025014803194455218,1.9131285795046113,1.9620985201424064,2.009625791414834
500,theta,9.822824305073866,0.16747282062128166,9.493089146715796,9.83136646199889,10.137324183100922
500,beta,2.0392490020837073,0.028866882441495923,1.9793426190041146,2.0412783981292892,2.0888766415013436
