term,estimate,std.error,D,sim_scenaio
sigma0,0.231631808887251,0.0984542358579105,10,JPLP_sim
beta,1.23081076733062,0.0816150606297906,10,JPLP_sim
kappa,0.817468173233223,0.0540241670325641,10,JPLP_sim
R1_K[1],0.99154475752641,0.0901692158052845,10,JPLP_sim
R1_K[2],0.397291589027647,0.0893355623422798,10,JPLP_sim
R1_K[3],0.175450854558298,0.035793616888676,10,JPLP_sim
mu0_true,0.0823367021558407,0.166068482953913,10,JPLP_sim
sigma0,0.667096691941326,0.203169544678654,10,JPLP_sim
beta,1.2132770887434,0.0737159388867322,10,JPLP_sim
kappa,0.826562198729711,0.0496117889745869,10,JPLP_sim
R1_K[1],0.982588974488267,0.0883932183157953,10,JPLP_sim
R1_K[2],0.337833745700386,0.0586958136194815,10,JPLP_sim
R1_K[3],0.144886247683244,0.0345938151167677,10,JPLP_sim
mu0_true,0.117697513248317,0.268970880890189,10,JPLP_sim
sigma0,0.979764548456633,0.281710437923775,10,JPLP_sim
beta,1.1021418076908,0.0579600833896909,10,JPLP_sim
kappa,0.851108183938588,0.0434340119055728,10,JPLP_sim
R1_K[1],1.14325154587083,0.0806093553836802,10,JPLP_sim
R1_K[2],0.299224246204631,0.0672419941071565,10,JPLP_sim
R1_K[3],0.1738513670461,0.0397393846370641,10,JPLP_sim
mu0_true,0.00899975096472415,0.345824425586058,10,JPLP_sim
sigma0,0.87382844859742,0.268857978576052,10,JPLP_sim
beta,1.15945595461498,0.0683683017715776,10,JPLP_sim
kappa,0.793237308983094,0.0451609538095734,10,JPLP_sim
R1_K[1],1.09019409748068,0.0914849395667832,10,JPLP_sim
R1_K[2],0.356492818338918,0.0657816834612096,10,JPLP_sim
R1_K[3],0.215262116128053,0.0515229885281849,10,JPLP_sim
mu0_true,0.140783079133287,0.33405834831841,10,JPLP_sim
sigma0,0.627193652121303,0.192058961835716,10,JPLP_sim
beta,1.02307808491974,0.0656253282736132,10,JPLP_sim
kappa,0.843509876139125,0.0530299508302644,10,JPLP_sim
R1_K[1],1.14828586701732,0.103197301438946,10,JPLP_sim
R1_K[2],0.368803435204332,0.0666972824553833,10,JPLP_sim
R1_K[3],0.287522597686384,0.0501018260616238,10,JPLP_sim
mu0_true,-0.35394515851283,0.259298219840337,10,JPLP_sim
sigma0,0.72779443905441,0.216702318935661,10,JPLP_sim
