sample_size,parameter,mean,sd,2.5%,50%,97.5%
5,beta,1.9738999291807402,0.16716441219343398,1.660930298215368,1.970249319041338,2.346806379418796
5,theta,9.740484603209543,1.4130238293012571,6.901919848164143,9.74934685384721,12.620860120758344
5,beta,2.0563439746987853,0.20513145231673902,1.6790570023092324,2.050060754742291,2.4677195377725325
5,theta,10.559880117958087,1.6322998597202407,7.552937767930208,10.45895104903331,13.844795089897712
5,beta,1.9716216705007326,0.17271801092977493,1.646052821682946,1.9667576147804604,2.292657779410547
5,theta,9.482475004234718,1.41841286448972,6.7419774601449785,9.551581927156562,12.065681108937373
5,beta,2.0665178330700673,0.20613037297379277,1.663591820388697,2.0580665090084027,2.5295829726385692
5,theta,9.948375425073634,1.5702804355906361,6.851817380557323,9.917608406427714,13.475102097295593
5,beta,1.9945639265573052,0.15378850536424185,1.6732342435210699,1.980477599888205,2.276947061129823
5,theta,9.842131465668054,1.3334920985424823,7.2138221153552,9.778470618056616,12.41305800086179
5,beta,2.196973090331778,0.2043944129587372,1.8699994455292945,2.188236161393437,2.707084311214678
5,theta,11.754013971298502,1.6091899522461774,9.247599111587327,11.670686415843075,15.668553228645315
5,beta,1.8438298077491093,0.1631401583870271,1.5581683430450246,1.836099924490136,2.1727514577748672
5,theta,8.549104572260221,1.3761045987951006,6.1371464160022935,8.449709273632912,11.23597929862596
5,beta,2.0151078378707465,0.19385853315434953,1.6833527347663424,1.996487461191017,2.442087593067834
5,theta,9.708849061938503,1.583157184685327,6.860540738344426,9.562817024477088,13.243859387206232
5,beta,2.2305135732500654,0.19263889060647854,1.8942287087543517,2.2214035039972337,2.6081239639868836
5,theta,11.021325676442807,1.5004660469583733,8.275684328622205,10.878640286922034,14.010034016054899
5,beta,2.179489031183306,0.19785185767731303,1.8427431249314343,2.170905928053797,2.586283470500015
5,theta,12.023626608122749,1.6468843804690108,9.12953523895786,12.016361735709815,15.438351709018326
5,beta,2.198337501870943,0.2057430651070665,1.7772267002200945,2.1989163583470313,2.560210886557715
5,theta,11.930253619027736,1.6948793317208926,8.431282958730401,11.996131252373242,15.061088433522823
5,beta,1.9388132703465966,0.1639364020592605,1.6389231432798628,1.9374161522692575,2.2518238273745768
5,theta,9.999655639125354,1.4887974777730693,6.991883158244004,10.032519635125784,12.92233667702907
5,beta,1.9547151132755942,0.1696883495960759,1.668674421874841,1.960679758256362,2.27927361275992
5,theta,10.041574478061134,1.4801942355102593,7.259882809768326,10.010824560770867,12.747746376801649
5,beta,2.1928900240493494,0.18030643491600853,1.8358603537938496,2.1999598435361394,2.514605272201279
5,theta,11.018463854918808,1.3853642022163113,8.18757208441118,11.049192045783219,13.522341638137284
5,beta,1.9472151158373923,0.17311413141769771,1.6475374106731464,1.9289640598369509,2.3117473094306478
