term,estimate,std.error,D,sim_scenaio
R1_K[3],0.200325377500206,0.0143470302835608,100,PLP_sim_for_JPLP
mu0_true,0.153538779571495,0.0741283377816247,100,PLP_sim_for_JPLP
sigma0,0.500566292838024,0.0449747036488922,100,PLP_sim_for_JPLP
beta,1.04965903681999,0.0186753943599237,100,PLP_sim_for_JPLP
R1_K[1],1.12138293025302,0.0294008972585981,100,PLP_sim_for_JPLP
R1_K[2],0.367358386232239,0.0251177377605511,100,PLP_sim_for_JPLP
R1_K[3],0.200325377500206,0.0143470302835608,100,PLP_sim_for_JPLP
mu0_true,0.153538779571495,0.0741283377816247,100,PLP_sim_for_JPLP
sigma0,0.657551430171352,0.0564389191739173,100,PLP_sim_for_JPLP
beta,1.02234932603749,0.0191098737691435,100,PLP_sim_for_JPLP
R1_K[1],1.15252884763791,0.0300747004310222,100,PLP_sim_for_JPLP
R1_K[2],0.388520757025794,0.028334894517237,100,PLP_sim_for_JPLP
R1_K[3],0.217253209134899,0.0170705951952813,100,PLP_sim_for_JPLP
mu0_true,0.15822267483577,0.0882216591181859,100,PLP_sim_for_JPLP
sigma0,0.64481862707006,0.0559795211135509,100,PLP_sim_for_JPLP
beta,1.02350791942463,0.0174282539838281,100,PLP_sim_for_JPLP
R1_K[1],1.14338429934215,0.0300923898417715,100,PLP_sim_for_JPLP
R1_K[2],0.360522866183774,0.0267428885689752,100,PLP_sim_for_JPLP
R1_K[3],0.218659308596977,0.0162875095594275,100,PLP_sim_for_JPLP
mu0_true,0.165382685844465,0.0890515211914625,100,PLP_sim_for_JPLP
sigma0,0.524584190073601,0.0441083712795882,100,PLP_sim_for_JPLP
beta,1.0260554985373,0.0167446627210666,100,PLP_sim_for_JPLP
R1_K[1],1.15387247810111,0.0291461561178087,100,PLP_sim_for_JPLP
R1_K[2],0.326262762908343,0.0267400636376201,100,PLP_sim_for_JPLP
R1_K[3],0.229223002819605,0.0147649688828227,100,PLP_sim_for_JPLP
mu0_true,0.0652263445864765,0.074910227352421,100,PLP_sim_for_JPLP
sigma0,0.511434529834957,0.0436532191599135,100,PLP_sim_for_JPLP
beta,1.02384023387836,0.0174242486521359,100,PLP_sim_for_JPLP
R1_K[1],1.18636395418222,0.0318986863996583,100,PLP_sim_for_JPLP
R1_K[2],0.326938885785524,0.0238561947913676,100,PLP_sim_for_JPLP
R1_K[3],0.245605813664258,0.0176697345569374,100,PLP_sim_for_JPLP
mu0_true,0.0585097295865691,0.07609121406922,100,PLP_sim_for_JPLP
sigma0,0.67030692715273,0.0566699501074999,100,PLP_sim_for_JPLP
beta,0.994005517323415,0.0160475530354093,100,PLP_sim_for_JPLP
R1_K[1],1.19070089012379,0.0302729687203365,100,PLP_sim_for_JPLP
R1_K[2],0.308531007040523,0.0244577670219537,100,PLP_sim_for_JPLP
R1_K[3],0.253313535452967,0.0183766874939988,100,PLP_sim_for_JPLP
mu0_true,0.0572377610093043,0.081120666788522,100,PLP_sim_for_JPLP
sigma0,0.675294024693023,0.0548238605726839,100,PLP_sim_for_JPLP
beta,1.02685119865578,0.0167014048058247,100,PLP_sim_for_JPLP
R1_K[1],1.11124078063864,0.0273876102951678,100,PLP_sim_for_JPLP
R1_K[2],0.340754028402386,0.025690552360411,100,PLP_sim_for_JPLP
R1_K[3],0.237790023288708,0.0152075750445548,100,PLP_sim_for_JPLP
mu0_true,0.127069074080043,0.0851358674095375,100,PLP_sim_for_JPLP
sigma0,0.675294024693023,0.0548238605726839,100,PLP_sim_for_JPLP
beta,1.02685119865578,0.0167014048058247,100,PLP_sim_for_JPLP
R1_K[1],1.11124078063864,0.0273876102951678,100,PLP_sim_for_JPLP
R1_K[2],0.340754028402386,0.025690552360411,100,PLP_sim_for_JPLP
R1_K[3],0.237790023288708,0.0152075750445548,100,PLP_sim_for_JPLP
mu0_true,0.127069074080043,0.0851358674095375,100,PLP_sim_for_JPLP
sigma0,0.675294024693023,0.0548238605726839,100,PLP_sim_for_JPLP
beta,1.02685119865578,0.0167014048058247,100,PLP_sim_for_JPLP
R1_K[1],1.11124078063864,0.0273876102951678,100,PLP_sim_for_JPLP
R1_K[2],0.340754028402386,0.025690552360411,100,PLP_sim_for_JPLP
R1_K[3],0.237790023288708,0.0152075750445548,100,PLP_sim_for_JPLP
mu0_true,0.127069074080043,0.0851358674095375,100,PLP_sim_for_JPLP
sigma0,0.584115172912771,0.0480653833074047,100,PLP_sim_for_JPLP
beta,1.02390167931718,0.0172421455376905,100,PLP_sim_for_JPLP
R1_K[1],1.12731510894259,0.0304217289407517,100,PLP_sim_for_JPLP
R1_K[2],0.347450172824443,0.028397708666212,100,PLP_sim_for_JPLP
R1_K[3],0.246631261167035,0.0153388592694064,100,PLP_sim_for_JPLP
mu0_true,0.159932982973608,0.077590840008669,100,PLP_sim_for_JPLP
sigma0,0.584115172912771,0.0480653833074047,100,PLP_sim_for_JPLP
beta,1.02390167931718,0.0172421455376905,100,PLP_sim_for_JPLP
R1_K[1],1.12731510894259,0.0304217289407517,100,PLP_sim_for_JPLP
R1_K[2],0.347450172824443,0.028397708666212,100,PLP_sim_for_JPLP
R1_K[3],0.246631261167035,0.0153388592694064,100,PLP_sim_for_JPLP
mu0_true,0.159932982973608,0.077590840008669,100,PLP_sim_for_JPLP
sigma0,0.58468301424817,0.050292350070885,100,PLP_sim_for_JPLP
beta,1.04562753455282,0.0171804571124901,100,PLP_sim_for_JPLP
R1_K[1],1.1442590111251,0.028068647159047,100,PLP_sim_for_JPLP
R1_K[2],0.348313094787005,0.0306201954051722,100,PLP_sim_for_JPLP
R1_K[3],0.204186170957829,0.0155513457376552,100,PLP_sim_for_JPLP
mu0_true,0.187373188756672,0.0747479152197529,100,PLP_sim_for_JPLP
sigma0,0.520428791706435,0.0449790392703085,100,PLP_sim_for_JPLP
beta,1.04289395304846,0.019759120723908,100,PLP_sim_for_JPLP
R1_K[1],1.1607547308198,0.0332946723245994,100,PLP_sim_for_JPLP
R1_K[2],0.325610889159531,0.02923804272114,100,PLP_sim_for_JPLP
R1_K[3],0.240074186660781,0.0165012376651469,100,PLP_sim_for_JPLP
mu0_true,0.187764142589807,0.075640009456013,100,PLP_sim_for_JPLP
sigma0,0.57085114302548,0.0503445315177823,100,PLP_sim_for_JPLP
beta,1.02096478923347,0.0170908836233238,100,PLP_sim_for_JPLP
R1_K[1],1.17141428342574,0.0285708904116848,100,PLP_sim_for_JPLP
R1_K[2],0.395249770463857,0.0301708452791043,100,PLP_sim_for_JPLP
R1_K[3],0.236833918202501,0.0157727326303961,100,PLP_sim_for_JPLP
mu0_true,0.0788426083976373,0.0775746483967444,100,PLP_sim_for_JPLP
sigma0,0.571713333568599,0.0458709043300433,100,PLP_sim_for_JPLP
beta,1.02221391642114,0.0169004088744281,100,PLP_sim_for_JPLP
R1_K[1],1.13851814106531,0.0288070890096213,100,PLP_sim_for_JPLP
R1_K[2],0.389840420587216,0.028088591028141,100,PLP_sim_for_JPLP
R1_K[3],0.237905868100913,0.0175016650875601,100,PLP_sim_for_JPLP
mu0_true,0.115451244973662,0.0832753891754536,100,PLP_sim_for_JPLP
sigma0,0.543285330807772,0.053246001867992,100,PLP_sim_for_JPLP
beta,1.00487934128147,0.0161692896479978,100,PLP_sim_for_JPLP
R1_K[1],1.20464586066507,0.0302117528909672,100,PLP_sim_for_JPLP
R1_K[2],0.343737772685759,0.0245855643615385,100,PLP_sim_for_JPLP
R1_K[3],0.234867558148326,0.0162996701755293,100,PLP_sim_for_JPLP
mu0_true,0.120774649442926,0.0782837401571309,100,PLP_sim_for_JPLP
sigma0,0.623768288787453,0.0514829598549913,100,PLP_sim_for_JPLP
beta,1.03212008261196,0.0177554521027583,100,PLP_sim_for_JPLP
R1_K[1],1.23006754662581,0.0303771711279029,100,PLP_sim_for_JPLP
R1_K[2],0.414127638407165,0.0270208798415191,100,PLP_sim_for_JPLP
R1_K[3],0.243229185954734,0.016335059784585,100,PLP_sim_for_JPLP
mu0_true,0.00615266326757719,0.0900008032662433,100,PLP_sim_for_JPLP
sigma0,0.54639800953923,0.0480855829159837,100,PLP_sim_for_JPLP
beta,1.04644080130586,0.0175374995184352,100,PLP_sim_for_JPLP
R1_K[1],1.19076248247245,0.0277872416346908,100,PLP_sim_for_JPLP
R1_K[2],0.342888895778916,0.0222458608893607,100,PLP_sim_for_JPLP
R1_K[3],0.223582945942509,0.0163588465336111,100,PLP_sim_for_JPLP
mu0_true,0.158481306554357,0.0688088948030563,100,PLP_sim_for_JPLP
sigma0,0.565384879859576,0.0526914242744249,100,PLP_sim_for_JPLP
beta,1.06333562847541,0.0185317047791266,100,PLP_sim_for_JPLP
R1_K[1],1.11268305097238,0.0280566919060426,100,PLP_sim_for_JPLP
R1_K[2],0.342123635141949,0.0244045574263014,100,PLP_sim_for_JPLP
R1_K[3],0.240916725332466,0.0158415932068486,100,PLP_sim_for_JPLP
mu0_true,0.114954497721662,0.0797906812884556,100,PLP_sim_for_JPLP
sigma0,0.601775563511422,0.0525300575571335,100,PLP_sim_for_JPLP
beta,1.03594973308811,0.0171043574762962,100,PLP_sim_for_JPLP
R1_K[1],1.13888318228199,0.0303234417566484,100,PLP_sim_for_JPLP
R1_K[2],0.36114528814222,0.0234947561338741,100,PLP_sim_for_JPLP
R1_K[3],0.259287514217053,0.0157893388467278,100,PLP_sim_for_JPLP
mu0_true,0.0977170763413957,0.0798299746574264,100,PLP_sim_for_JPLP
sigma0,0.62513740584767,0.0512766888289196,100,PLP_sim_for_JPLP
beta,1.02774513677572,0.0184140378773449,100,PLP_sim_for_JPLP
R1_K[1],1.1782414144912,0.0301002930912609,100,PLP_sim_for_JPLP
R1_K[2],0.370057206373374,0.0277286112826745,100,PLP_sim_for_JPLP
R1_K[3],0.238773236424311,0.0185279699483548,100,PLP_sim_for_JPLP
mu0_true,0.0503872963746425,0.0768794465515486,100,PLP_sim_for_JPLP
sigma0,0.671504893836805,0.0546545178671941,100,PLP_sim_for_JPLP
beta,0.992619742796373,0.0165415551038107,100,PLP_sim_for_JPLP
R1_K[1],1.19921520111201,0.0301397356136254,100,PLP_sim_for_JPLP
R1_K[2],0.355942776704096,0.0259859998180387,100,PLP_sim_for_JPLP
R1_K[3],0.260886756463326,0.0176308679764418,100,PLP_sim_for_JPLP
mu0_true,0.075256001181096,0.0861278697492382,100,PLP_sim_for_JPLP
sigma0,0.671504893836805,0.0546545178671941,100,PLP_sim_for_JPLP
beta,0.992619742796373,0.0165415551038107,100,PLP_sim_for_JPLP
R1_K[1],1.19921520111201,0.0301397356136254,100,PLP_sim_for_JPLP
R1_K[2],0.355942776704096,0.0259859998180387,100,PLP_sim_for_JPLP
R1_K[3],0.260886756463326,0.0176308679764418,100,PLP_sim_for_JPLP
mu0_true,0.075256001181096,0.0861278697492382,100,PLP_sim_for_JPLP
sigma0,0.63911554008521,0.0500410087466708,100,PLP_sim_for_JPLP
beta,1.01906241012033,0.0178554739890327,100,PLP_sim_for_JPLP
R1_K[1],1.18843365515323,0.0305555459947254,100,PLP_sim_for_JPLP
R1_K[2],0.338345196134547,0.0271187461541664,100,PLP_sim_for_JPLP
R1_K[3],0.255849212664199,0.0160186878655564,100,PLP_sim_for_JPLP
mu0_true,0.10537395748368,0.0819923338645832,100,PLP_sim_for_JPLP
sigma0,0.668535404785224,0.054181758063352,100,PLP_sim_for_JPLP
beta,1.03116079782796,0.0163681019737229,100,PLP_sim_for_JPLP
R1_K[1],1.16861415515397,0.0322232550275958,100,PLP_sim_for_JPLP
R1_K[2],0.34354324396396,0.0250082446944825,100,PLP_sim_for_JPLP
R1_K[3],0.246594993182153,0.0157835583593749,100,PLP_sim_for_JPLP
mu0_true,0.0696084032171806,0.0797073508404884,100,PLP_sim_for_JPLP
sigma0,0.594685703918805,0.05495178514191,100,PLP_sim_for_JPLP
beta,0.997979872298749,0.0176675634726625,100,PLP_sim_for_JPLP
R1_K[1],1.19707350903351,0.0344831006392615,100,PLP_sim_for_JPLP
R1_K[2],0.436307442332803,0.0300050169386945,100,PLP_sim_for_JPLP
R1_K[3],0.247912443834474,0.0174742108859874,100,PLP_sim_for_JPLP
mu0_true,0.027674946356004,0.0805159254939964,100,PLP_sim_for_JPLP
sigma0,0.474188875858865,0.0456536813774442,100,PLP_sim_for_JPLP
beta,1.05551087657233,0.020523511337785,100,PLP_sim_for_JPLP
R1_K[1],1.15513109380663,0.0334522266781259,100,PLP_sim_for_JPLP
R1_K[2],0.336433838946749,0.0276216189006713,100,PLP_sim_for_JPLP
R1_K[3],0.258872472934355,0.0170753387456048,100,PLP_sim_for_JPLP
mu0_true,0.190690000665063,0.0722381731231781,100,PLP_sim_for_JPLP
sigma0,0.657581159212962,0.0521308777169834,100,PLP_sim_for_JPLP
beta,1.02046318069559,0.0182690097759075,100,PLP_sim_for_JPLP
R1_K[1],1.16009040438773,0.0287734058024686,100,PLP_sim_for_JPLP
R1_K[2],0.381403809446234,0.0255502623433085,100,PLP_sim_for_JPLP
R1_K[3],0.20859241535586,0.0152818087920743,100,PLP_sim_for_JPLP
mu0_true,0.0983865271955992,0.0837637203132811,100,PLP_sim_for_JPLP
sigma0,0.5618191807775,0.0503353600722905,100,PLP_sim_for_JPLP
beta,1.02415687840858,0.0167583632547691,100,PLP_sim_for_JPLP
R1_K[1],1.16681904382494,0.0300960205023414,100,PLP_sim_for_JPLP
R1_K[2],0.334799494494929,0.0233647162742532,100,PLP_sim_for_JPLP
R1_K[3],0.219541792153852,0.0131869793400877,100,PLP_sim_for_JPLP
mu0_true,0.115226249121317,0.0765664085344718,100,PLP_sim_for_JPLP
sigma0,0.661679115573215,0.0576811992489549,100,PLP_sim_for_JPLP
beta,1.02732152296314,0.0184128042677327,100,PLP_sim_for_JPLP
R1_K[1],1.19247502901168,0.0318060771824307,100,PLP_sim_for_JPLP
R1_K[2],0.330291078966091,0.0242329930644919,100,PLP_sim_for_JPLP
R1_K[3],0.212166820793472,0.0151290145809487,100,PLP_sim_for_JPLP
mu0_true,0.165897888873299,0.0839289952533162,100,PLP_sim_for_JPLP
sigma0,0.599731197313521,0.0536752355006135,100,PLP_sim_for_JPLP
beta,1.03469948650877,0.0163800561607634,100,PLP_sim_for_JPLP
R1_K[1],1.17502880541124,0.0273144382304352,100,PLP_sim_for_JPLP
R1_K[2],0.339124838579839,0.027355986040241,100,PLP_sim_for_JPLP
R1_K[3],0.220245232326841,0.0160878157583093,100,PLP_sim_for_JPLP
mu0_true,0.257524977858804,0.0799682626308871,100,PLP_sim_for_JPLP
sigma0,0.599731197313521,0.0536752355006135,100,PLP_sim_for_JPLP
beta,1.03469948650877,0.0163800561607634,100,PLP_sim_for_JPLP
R1_K[1],1.17502880541124,0.0273144382304352,100,PLP_sim_for_JPLP
R1_K[2],0.339124838579839,0.027355986040241,100,PLP_sim_for_JPLP
R1_K[3],0.220245232326841,0.0160878157583093,100,PLP_sim_for_JPLP
mu0_true,0.257524977858804,0.0799682626308871,100,PLP_sim_for_JPLP
sigma0,0.555753434087924,0.0483340523976317,100,PLP_sim_for_JPLP
beta,1.06043089662123,0.0178504662270477,100,PLP_sim_for_JPLP
R1_K[1],1.12959571797353,0.0287504093177594,100,PLP_sim_for_JPLP
R1_K[2],0.345939422121167,0.0259847187571826,100,PLP_sim_for_JPLP
R1_K[3],0.255667312070997,0.0146617810743739,100,PLP_sim_for_JPLP
mu0_true,0.138726814273729,0.0739834891501252,100,PLP_sim_for_JPLP
sigma0,0.584010217392377,0.0518105992428681,100,PLP_sim_for_JPLP
beta,0.988587947250379,0.0179842574158621,100,PLP_sim_for_JPLP
R1_K[1],1.20318775029417,0.0323104213322062,100,PLP_sim_for_JPLP
R1_K[2],0.350658879593037,0.0240703508609259,100,PLP_sim_for_JPLP
R1_K[3],0.269618455644646,0.0193443093161885,100,PLP_sim_for_JPLP
mu0_true,0.10349055745076,0.0757331583404337,100,PLP_sim_for_JPLP
sigma0,0.591048171497369,0.0523576639741941,100,PLP_sim_for_JPLP
beta,1.01313475750084,0.0173493848212837,100,PLP_sim_for_JPLP
R1_K[1],1.21122535953839,0.0318287654535636,100,PLP_sim_for_JPLP
R1_K[2],0.303889870622602,0.0275731540395293,100,PLP_sim_for_JPLP
R1_K[3],0.221432997146846,0.0142493343279516,100,PLP_sim_for_JPLP
mu0_true,0.14581546649442,0.079569642112338,100,PLP_sim_for_JPLP
sigma0,0.565398997181179,0.0476320324605582,100,PLP_sim_for_JPLP
beta,1.03852079698257,0.0171082213139937,100,PLP_sim_for_JPLP
R1_K[1],1.14898456394709,0.027156949517349,100,PLP_sim_for_JPLP
R1_K[2],0.329087157004833,0.0240663123711943,100,PLP_sim_for_JPLP
R1_K[3],0.232357159529273,0.016383702284312,100,PLP_sim_for_JPLP
mu0_true,0.0671880301333846,0.077754018224469,100,PLP_sim_for_JPLP
sigma0,0.605441010513283,0.0548195690843743,100,PLP_sim_for_JPLP
beta,1.03090234542326,0.0172928610842565,100,PLP_sim_for_JPLP
R1_K[1],1.15212901083466,0.0277294651967888,100,PLP_sim_for_JPLP
R1_K[2],0.363124591103627,0.0250358660193943,100,PLP_sim_for_JPLP
R1_K[3],0.255233833583898,0.0156896662801616,100,PLP_sim_for_JPLP
mu0_true,-0.0400826998227995,0.0870710315407126,100,PLP_sim_for_JPLP
sigma0,0.605441010513283,0.0548195690843743,100,PLP_sim_for_JPLP
beta,1.03090234542326,0.0172928610842565,100,PLP_sim_for_JPLP
R1_K[1],1.15212901083466,0.0277294651967888,100,PLP_sim_for_JPLP
R1_K[2],0.363124591103627,0.0250358660193943,100,PLP_sim_for_JPLP
R1_K[3],0.255233833583898,0.0156896662801616,100,PLP_sim_for_JPLP
mu0_true,-0.0400826998227995,0.0870710315407126,100,PLP_sim_for_JPLP
sigma0,0.640536766441361,0.0524194639722595,100,PLP_sim_for_JPLP
beta,1.00356673927529,0.0162118322516413,100,PLP_sim_for_JPLP
R1_K[1],1.25754094921914,0.029684965498684,100,PLP_sim_for_JPLP
R1_K[2],0.386952339975171,0.0266791342086689,100,PLP_sim_for_JPLP
R1_K[3],0.248613546483703,0.0170114430655819,100,PLP_sim_for_JPLP
mu0_true,-0.0112442917124662,0.0935867525333247,100,PLP_sim_for_JPLP
sigma0,0.619718000644287,0.0529317394126022,100,PLP_sim_for_JPLP
beta,1.02121094077109,0.020323009375236,100,PLP_sim_for_JPLP
R1_K[1],1.21147047278334,0.03389210954736,100,PLP_sim_for_JPLP
R1_K[2],0.308575548701108,0.0316057532464186,100,PLP_sim_for_JPLP
R1_K[3],0.238775902343676,0.018892118901308,100,PLP_sim_for_JPLP
mu0_true,0.263848679624358,0.0969333967511383,100,PLP_sim_for_JPLP
sigma0,0.506236454476523,0.0461584049474959,100,PLP_sim_for_JPLP
beta,1.03840267443497,0.017313456107308,100,PLP_sim_for_JPLP
R1_K[1],1.18057895357386,0.0274117318070918,100,PLP_sim_for_JPLP
R1_K[2],0.349368841011675,0.0256895888198772,100,PLP_sim_for_JPLP
R1_K[3],0.239080983367154,0.0159075622632832,100,PLP_sim_for_JPLP
mu0_true,0.0959160165846715,0.0720267374768678,100,PLP_sim_for_JPLP
sigma0,0.661590584103528,0.0573454127411157,100,PLP_sim_for_JPLP
beta,1.02187358920779,0.0162897069824415,100,PLP_sim_for_JPLP
R1_K[1],1.15733309579187,0.0282125543740655,100,PLP_sim_for_JPLP
R1_K[2],0.348402455218629,0.0242520978822134,100,PLP_sim_for_JPLP
R1_K[3],0.259684010430211,0.01532212026135,100,PLP_sim_for_JPLP
mu0_true,0.0525763383761134,0.0786510980458262,100,PLP_sim_for_JPLP
sigma0,0.591207540915061,0.049222150032459,100,PLP_sim_for_JPLP
beta,1.02981960643083,0.0165800599868032,100,PLP_sim_for_JPLP
R1_K[1],1.14960802762078,0.026653893151914,100,PLP_sim_for_JPLP
R1_K[2],0.304056178201093,0.0220877152010005,100,PLP_sim_for_JPLP
R1_K[3],0.227745650701477,0.014956195391164,100,PLP_sim_for_JPLP
mu0_true,0.081564429246787,0.0815928238705434,100,PLP_sim_for_JPLP
sigma0,0.615751173272491,0.0561219764472833,100,PLP_sim_for_JPLP
beta,1.04289384778994,0.0194207216082269,100,PLP_sim_for_JPLP
R1_K[1],1.17237757922769,0.0315896861421801,100,PLP_sim_for_JPLP
R1_K[2],0.378138375066173,0.029124807413723,100,PLP_sim_for_JPLP
R1_K[3],0.231801059112138,0.0169552381957503,100,PLP_sim_for_JPLP
mu0_true,0.20199261893211,0.0904018845845206,100,PLP_sim_for_JPLP
sigma0,0.606956825253549,0.0501687798843516,100,PLP_sim_for_JPLP
beta,1.03750041969738,0.0178445531099672,100,PLP_sim_for_JPLP
R1_K[1],1.12116083049383,0.027595908836221,100,PLP_sim_for_JPLP
R1_K[2],0.329656097433868,0.0265547125344367,100,PLP_sim_for_JPLP
R1_K[3],0.238402479086029,0.0153549095489349,100,PLP_sim_for_JPLP
mu0_true,0.126721959318411,0.0813892747454991,100,PLP_sim_for_JPLP
sigma0,0.585243813867298,0.0490579440286288,100,PLP_sim_for_JPLP
beta,1.01961642222441,0.0178693841765822,100,PLP_sim_for_JPLP
R1_K[1],1.20070072175299,0.0298309848375842,100,PLP_sim_for_JPLP
R1_K[2],0.298705100529034,0.0260719315644627,100,PLP_sim_for_JPLP
R1_K[3],0.232743877626076,0.0180590274947977,100,PLP_sim_for_JPLP
mu0_true,0.204288699214081,0.0867912074979641,100,PLP_sim_for_JPLP
sigma0,0.533549779315424,0.0471715828561186,100,PLP_sim_for_JPLP
beta,1.03328704734624,0.0191603232585003,100,PLP_sim_for_JPLP
R1_K[1],1.18673271376366,0.0333003305116367,100,PLP_sim_for_JPLP
R1_K[2],0.337826158234823,0.0260710028878807,100,PLP_sim_for_JPLP
R1_K[3],0.214952599454122,0.0169877453544015,100,PLP_sim_for_JPLP
mu0_true,0.266340518935572,0.0823894881979985,100,PLP_sim_for_JPLP
sigma0,0.515112584001592,0.0464082718238715,100,PLP_sim_for_JPLP
beta,1.03521951245036,0.017822357517057,100,PLP_sim_for_JPLP
R1_K[1],1.14628799121181,0.0295836903397442,100,PLP_sim_for_JPLP
R1_K[2],0.360071643726362,0.027554098371444,100,PLP_sim_for_JPLP
R1_K[3],0.226229145795925,0.0167371539204146,100,PLP_sim_for_JPLP
mu0_true,0.150789250864051,0.0770092706310322,100,PLP_sim_for_JPLP
sigma0,0.613454985953269,0.05130243743544,100,PLP_sim_for_JPLP
beta,1.02440504088131,0.0191557361894875,100,PLP_sim_for_JPLP
R1_K[1],1.21044308336205,0.0337304723341275,100,PLP_sim_for_JPLP
R1_K[2],0.34824374056159,0.0313455678128895,100,PLP_sim_for_JPLP
R1_K[3],0.237671771990012,0.0185824593609931,100,PLP_sim_for_JPLP
mu0_true,0.161024483879169,0.0848234308419796,100,PLP_sim_for_JPLP
sigma0,0.718765334801931,0.0558914866539813,100,PLP_sim_for_JPLP
beta,1.01401801606564,0.0162793824095178,100,PLP_sim_for_JPLP
R1_K[1],1.15509013917176,0.028107732267743,100,PLP_sim_for_JPLP
R1_K[2],0.340053795665198,0.020028779708439,100,PLP_sim_for_JPLP
R1_K[3],0.245472090268696,0.0149316909559018,100,PLP_sim_for_JPLP
mu0_true,-0.0493111021361284,0.0859852680452021,100,PLP_sim_for_JPLP
sigma0,0.571820197268691,0.0517046111143313,100,PLP_sim_for_JPLP
beta,1.03983648915832,0.0204281611405567,100,PLP_sim_for_JPLP
R1_K[1],1.14883696521642,0.0322167196192711,100,PLP_sim_for_JPLP
R1_K[2],0.347058714469311,0.0288278903184239,100,PLP_sim_for_JPLP
R1_K[3],0.22239139281286,0.0172789150330888,100,PLP_sim_for_JPLP
mu0_true,0.114067487959025,0.079844449057765,100,PLP_sim_for_JPLP
sigma0,0.577865310912843,0.0498534455881059,100,PLP_sim_for_JPLP
beta,1.03117323578893,0.0189235157497568,100,PLP_sim_for_JPLP
R1_K[1],1.14889372467495,0.0305324541732863,100,PLP_sim_for_JPLP
R1_K[2],0.361884656527859,0.0296305351531482,100,PLP_sim_for_JPLP
R1_K[3],0.214149080909716,0.0153758064274485,100,PLP_sim_for_JPLP
mu0_true,0.0514832061913739,0.0820513161116967,100,PLP_sim_for_JPLP
sigma0,0.643041092949016,0.0543904602515863,100,PLP_sim_for_JPLP
beta,1.02237967536268,0.0172157304062961,100,PLP_sim_for_JPLP
R1_K[1],1.23090132769395,0.0292127642339981,100,PLP_sim_for_JPLP
R1_K[2],0.342659399210989,0.0258095681042752,100,PLP_sim_for_JPLP
R1_K[3],0.243920765849191,0.0149579136200556,100,PLP_sim_for_JPLP
mu0_true,0.078291447804484,0.0829535942613717,100,PLP_sim_for_JPLP
sigma0,0.574317245228892,0.0508429677014525,100,PLP_sim_for_JPLP
beta,1.02607214285315,0.0162903601420645,100,PLP_sim_for_JPLP
R1_K[1],1.16912210479466,0.0269717894199444,100,PLP_sim_for_JPLP
R1_K[2],0.363338026444357,0.0279235488129207,100,PLP_sim_for_JPLP
R1_K[3],0.234889132557929,0.0142125039021749,100,PLP_sim_for_JPLP
mu0_true,0.0755451057082833,0.0779031724733133,100,PLP_sim_for_JPLP
sigma0,0.476585548855597,0.0429332305381437,100,PLP_sim_for_JPLP
beta,1.02202229990623,0.0158340272723618,100,PLP_sim_for_JPLP
R1_K[1],1.20858911300286,0.0257155283787861,100,PLP_sim_for_JPLP
R1_K[2],0.328445109650782,0.0229048138773444,100,PLP_sim_for_JPLP
R1_K[3],0.204825881541548,0.016067576572776,100,PLP_sim_for_JPLP
mu0_true,0.0376929998256949,0.0720767005558399,100,PLP_sim_for_JPLP
sigma0,0.619099541072057,0.0508003167177002,100,PLP_sim_for_JPLP
beta,1.02705361377369,0.0173396429578885,100,PLP_sim_for_JPLP
R1_K[1],1.15694449264599,0.027931324985994,100,PLP_sim_for_JPLP
R1_K[2],0.3459564008553,0.0253732631936435,100,PLP_sim_for_JPLP
R1_K[3],0.240543664504903,0.0165244821910831,100,PLP_sim_for_JPLP
mu0_true,0.0575412901162376,0.0807470123022956,100,PLP_sim_for_JPLP
sigma0,0.5933403876294,0.0509342113936017,100,PLP_sim_for_JPLP
beta,1.04819946532398,0.0164295939010258,100,PLP_sim_for_JPLP
R1_K[1],1.16490829322288,0.0249070704954949,100,PLP_sim_for_JPLP
R1_K[2],0.334542268897705,0.0247304487844935,100,PLP_sim_for_JPLP
R1_K[3],0.25039680979823,0.0134824773265333,100,PLP_sim_for_JPLP
mu0_true,0.11927685908967,0.0810717159593985,100,PLP_sim_for_JPLP
sigma0,0.5933403876294,0.0509342113936017,100,PLP_sim_for_JPLP
beta,1.04819946532398,0.0164295939010258,100,PLP_sim_for_JPLP
R1_K[1],1.16490829322288,0.0249070704954949,100,PLP_sim_for_JPLP
R1_K[2],0.334542268897705,0.0247304487844935,100,PLP_sim_for_JPLP
R1_K[3],0.25039680979823,0.0134824773265333,100,PLP_sim_for_JPLP
mu0_true,0.11927685908967,0.0810717159593985,100,PLP_sim_for_JPLP
sigma0,0.5933403876294,0.0509342113936017,100,PLP_sim_for_JPLP
beta,1.04819946532398,0.0164295939010258,100,PLP_sim_for_JPLP
R1_K[1],1.16490829322288,0.0249070704954949,100,PLP_sim_for_JPLP
R1_K[2],0.334542268897705,0.0247304487844935,100,PLP_sim_for_JPLP
R1_K[3],0.25039680979823,0.0134824773265333,100,PLP_sim_for_JPLP
mu0_true,0.11927685908967,0.0810717159593985,100,PLP_sim_for_JPLP
sigma0,0.576345820702146,0.05358315709547,100,PLP_sim_for_JPLP
beta,1.0344267182955,0.018986107856239,100,PLP_sim_for_JPLP
R1_K[1],1.15828087306517,0.0291072924311067,100,PLP_sim_for_JPLP
R1_K[2],0.357484742843391,0.0252228021363905,100,PLP_sim_for_JPLP
