term,estimate,std.error
sigma0,0.427633914883818,0.0436104639543078
beta,1.21632097531599,0.0290021644720309
kappa,0.789410132822893,0.018854869814601
R1_K[1],0.99722165572485,0.0295172835266416
R1_K[2],0.279048704328883,0.0267305448441756
R1_K[3],0.199214131276553,0.0154143473127612
mu0_true,0.227108657892834,0.06870094704552
sigma0,0.528598543610008,0.0528717886988829
beta,1.23958176633657,0.0283150477166042
kappa,0.774544925500042,0.0185601062126661
R1_K[1],0.92148660110268,0.0300302704740508
R1_K[2],0.29466053291712,0.0270493470965521
R1_K[3],0.207545247630478,0.0155287894561523
mu0_true,0.206894686060909,0.0800070054106736
sigma0,0.548458603945526,0.056362497172406
beta,1.17410626695988,0.0302413878652892
kappa,0.854112370276605,0.021858559105083
R1_K[1],1.05327611093094,0.0347311033250922
R1_K[2],0.323242372063997,0.026419114290181
R1_K[3],0.194069706815027,0.017208294067354
mu0_true,0.314473874924148,0.0830923321328465
sigma0,0.548458603945526,0.056362497172406
beta,1.17410626695988,0.0302413878652892
kappa,0.854112370276605,0.021858559105083
R1_K[1],1.05327611093094,0.0347311033250922
R1_K[2],0.323242372063997,0.026419114290181
R1_K[3],0.194069706815027,0.017208294067354
mu0_true,0.314473874924148,0.0830923321328465
sigma0,0.624805759974504,0.0613512739644129
beta,1.16184398617426,0.0296626014002769
kappa,0.831145605428687,0.0216255944628887
R1_K[1],1.00063825430335,0.0345006936742191
R1_K[2],0.332842646929205,0.0308714281309121
R1_K[3],0.194090721608179,0.0160343520657482
mu0_true,0.238869862943914,0.0953028556003295
sigma0,0.462386416333557,0.0451066492082483
beta,1.23087932590203,0.0310668316737456
kappa,0.791691216741799,0.0212120312756024
R1_K[1],1.01054857535683,0.0339426890771652
R1_K[2],0.317542571827533,0.0286325404808098
R1_K[3],0.200462476941734,0.0152262429011367
mu0_true,0.240608853844445,0.0790552282654583
sigma0,0.50522803826403,0.0495259253382586
beta,1.20435436573407,0.0300395229055384
kappa,0.795263817036709,0.0196246587950966
R1_K[1],0.987206861801086,0.0315202383836494
R1_K[2],0.25541762779946,0.0256369093218057
R1_K[3],0.192733101445825,0.0162500560790588
mu0_true,0.190662583394824,0.0846618424886202
sigma0,0.480079011538154,0.0504809537868426
beta,1.15004431105375,0.031224260740914
kappa,0.845176240041315,0.0230900615178581
R1_K[1],1.03942702070209,0.0366188970855345
R1_K[2],0.276860333076731,0.0287774532373972
R1_K[3],0.199956888636007,0.0167900776075425
mu0_true,0.286888442430961,0.0770319822277347
sigma0,0.451523045337099,0.0478724108891196
beta,1.19827376522333,0.0297039591509458
kappa,0.775973606888173,0.0191334977043249
R1_K[1],0.989966341443972,0.0315868140166181
R1_K[2],0.299438328497541,0.0248975556265945
R1_K[3],0.178163043584266,0.0164594488166905
mu0_true,0.179716586208709,0.0757133737144434
sigma0,0.487098859108879,0.0498175679945065
beta,1.1951690317346,0.0287206375281578
kappa,0.782439959058751,0.020500870233483
R1_K[1],1.00283919092904,0.0327710527022956
R1_K[2],0.296800939756869,0.0275431347019106
R1_K[3],0.22550067521112,0.0162366605571421
mu0_true,0.172576232894662,0.0787258050915628
sigma0,0.543777672063101,0.0536871834691226
beta,1.1998039983051,0.0279067966348835
kappa,0.806420798377642,0.0197587541916614
R1_K[1],1.01160965590587,0.0303907554965755
R1_K[2],0.326506791145523,0.0275455838220757
R1_K[3],0.191188513913689,0.0157172122227018
mu0_true,0.152799363694272,0.0788569839106567
sigma0,0.534777198019805,0.0516268593851003
beta,1.21651272559712,0.028396630766818
kappa,0.772637006190189,0.0193034199487037
R1_K[1],0.976013920144505,0.0308049624680882
R1_K[2],0.332924654497626,0.0291077128593969
R1_K[3],0.210995247652283,0.0152973834040286
mu0_true,0.0998994095329206,0.0835169879721391
sigma0,0.500487342412203,0.0514401223543391
