term,estimate,std.error
beta,1.51159966029364,0.061448170146684
mu0,0.565385780957624,0.17894797418615
sigma0,0.518073814288747,0.192612652222703
beta,1.43850113739632,0.0608427022334712
mu0,0.365408620862347,0.277693390830599
sigma0,0.844624042012649,0.241322444434322
beta,1.48491876536881,0.119734479356206
mu0,1.0249090350744,0.163255654901273
sigma0,0.137486563612754,0.0590855856810587
beta,1.42561478768648,0.064023360170588
mu0,0.372640614019341,0.256603208034628
sigma0,0.653047229329069,0.234290653605196
beta,1.43662701231669,0.0615275072706681
mu0,0.437844990504127,0.175204259375183
sigma0,0.488137107983827,0.127389635626039
beta,1.55974900530623,0.059001185000468
mu0,0.441540481100419,0.18552265853282
sigma0,0.514469355625804,0.226316808026665
beta,1.48759613267118,0.0646069731734646
mu0,0.755136132186918,0.123369252566397
sigma0,0.314276383552432,0.0726881775340611
beta,1.52274892293087,0.0661410225464709
mu0,0.722776869358039,0.182620266967541
sigma0,0.478700925210965,0.120741782109481
beta,1.46012660507873,0.0981692188126674
mu0,0.683300121106719,0.220384289493265
sigma0,0.45716273727879,0.190398512320173
beta,1.5084260993232,0.0567343709526839
mu0,0.664340714142221,0.204670422209388
sigma0,0.551454907513972,0.142615398535832
beta,1.57942530654456,0.0616212174883515
mu0,0.469941692242914,0.176791798554927
sigma0,0.507096487792663,0.141980073724707
beta,1.5549070031163,0.0568965170671527
mu0,0.526553814774687,0.167874490074756
sigma0,0.443552496177463,0.142917581038635
beta,1.43009039855254,0.0791051933109964
mu0,0.38952960565501,0.208043743781905
sigma0,0.387260525403983,0.101704585464851
beta,1.47306310436188,0.0605152489868733
mu0,0.477971432642717,0.129905870995016
sigma0,0.290076328778193,0.0788809122838424
beta,1.45793230726401,0.0610871248717776
mu0,0.375329250567246,0.178232579207108
sigma0,0.423419898609105,0.132557423597824
beta,1.46875833469997,0.0873123222114176
mu0,0.883041334100728,0.270184596882641
sigma0,0.606570903494646,0.188174311845007
beta,1.4420042856768,0.0692662816794837
mu0,0.663987293350845,0.187540845572345
sigma0,0.4578440114283,0.147008864954094
beta,1.45323607195908,0.0810127133708156
mu0,0.648855014639148,0.255905211703912
sigma0,0.592048306250952,0.136717169471428
beta,1.50245827423778,0.0485045050979474
mu0,0.409665045027473,0.165792599878437
sigma0,0.388167444601404,0.0951803348539576
beta,1.38632559419663,0.0700196723831438
mu0,0.589491515838534,0.20463502977519
sigma0,0.499675414130261,0.134198155490474
beta,1.40389648325276,0.0751269122119749
mu0,0.371655891665679,0.190448168220672
sigma0,0.508636759379068,0.139421128207897
beta,1.4531880175953,0.0624813721198919
mu0,0.518881124486312,0.170192953172005
sigma0,0.356714831043672,0.133614665833943
beta,1.46653266263965,0.0515147086109837
mu0,0.242942706709327,0.222228198078266
sigma0,0.614919202313455,0.180619138477958
beta,1.48845551976407,0.068385084788132
mu0,0.11605378874764,0.173816215160144
sigma0,0.350368670984457,0.148029532595671
beta,1.57497633771095,0.0511001860799406
mu0,0.579459200581541,0.199947444029412
sigma0,0.56320939888296,0.260578159967936
beta,1.46264975967478,0.0660077936004981
mu0,0.675008226176436,0.160351889819954
sigma0,0.391739450411872,0.131539874438207
beta,1.52816555233812,0.0684250721601757
mu0,0.510789586739171,0.175186796231961
sigma0,0.382397541084817,0.0972357139790804
beta,1.5385061229839,0.0844057879884796
mu0,0.572930571528836,0.148238373966282
sigma0,0.271528411676244,0.076229760586824
beta,1.39807964759663,0.0771492545785264
mu0,0.453440466170827,0.222738007481447
sigma0,0.488789237494369,0.100361269809798
beta,1.59508700868545,0.0971013436118609
mu0,0.718773012439803,0.178195069986004
sigma0,0.346757952497758,0.105364120244138
beta,1.47676115761238,0.0511224225369361
mu0,0.0946693769462408,0.209646417092903
sigma0,0.548020625241836,0.147513630446072
beta,1.52573089438073,0.0836308548303617
mu0,0.652871442856855,0.211829210990282
sigma0,0.465001074791269,0.148768648064713
beta,1.55639008910788,0.108546186732126
mu0,0.904898301243187,0.187160154865007
sigma0,0.268896840305444,0.0996302813581083
beta,1.5357258845985,0.0633868851884321
mu0,0.676052601918008,0.257186694936337
sigma0,0.607442199077137,0.174005799110755
beta,1.53339407594645,0.0849957704702605
mu0,0.502254497610678,0.157319604587976
sigma0,0.277294023593448,0.0855652319025175
beta,1.52326978593929,0.0686269329685786
mu0,0.604272854085404,0.178273118819547
sigma0,0.40304536896065,0.0887054362925123
beta,1.72245883126916,0.146259205357606
mu0,1.06116208280524,0.175726409960341
sigma0,0.26969757375065,0.0928225675945194
beta,1.46875733254502,0.0579693619722142
mu0,0.221504748013752,0.17448501662549
sigma0,0.405899688998201,0.112517351016582
beta,1.63468032431333,0.113198404983775
mu0,0.847897305910484,0.210105857358549
sigma0,0.439135765423431,0.115512853597981
beta,1.53785123816467,0.0707092538476836
mu0,0.589308936656684,0.150923902641255
sigma0,0.396431500248157,0.0943714622670978
beta,1.5185116222145,0.0623592496101517
mu0,0.635766229487215,0.214679190571756
sigma0,0.575288036179286,0.126473560238079
beta,1.44310248140676,0.0694054771469054
mu0,0.535912163107494,0.195455078232853
sigma0,0.542568331714248,0.154174343885877
beta,1.42219020804275,0.0789958131376649
mu0,0.414300716528367,0.191066160099741
sigma0,0.39140484491554,0.123504682928405
beta,1.38237327031458,0.0618046992529618
mu0,0.389136268124437,0.250569471785011
sigma0,0.622767298431259,0.157212912887218
beta,1.47058324893245,0.0746034567775466
mu0,0.490764586836698,0.218494181281226
sigma0,0.438488312463159,0.120818062495049
beta,1.45100609006022,0.0693828991178034
mu0,0.343676900199207,0.189582089599168
sigma0,0.462259139452867,0.100705357268751
beta,1.37592422117904,0.0672800893123691
mu0,0.394134357344405,0.31668830916271
sigma0,0.739098920755966,0.20786548188715
beta,1.45115463912283,0.0676612244880049
mu0,0.448373854310508,0.15752698024373
sigma0,0.407206793885215,0.121639184386182
beta,1.59342987872113,0.104356221389679
mu0,0.678143043211688,0.234156890514875
sigma0,0.400412368480381,0.119286799807666
beta,1.44937315907545,0.074951787412691
mu0,0.460650315658098,0.185260420368511
sigma0,0.517074434823634,0.136623326297334
beta,1.50411789840948,0.0838754491085769
mu0,0.97314229409439,0.231144733430621
sigma0,0.532731004378707,0.15288608341309
beta,1.43258558129782,0.0642380033560213
mu0,0.334666452910067,0.23294984213919
sigma0,0.629001379022316,0.291020952169576
beta,1.38338456420225,0.0674424768361122
mu0,0.36008942799981,0.141873205108104
sigma0,0.249687551951272,0.100258126332081
beta,1.3957694598258,0.0629745448618455
mu0,0.344680988393369,0.185351679622492
sigma0,0.307898749685235,0.0879467480054306
beta,1.49225975339512,0.0663399558358537
mu0,0.285866938738063,0.187887575341537
sigma0,0.440172995693897,0.124530915254427
beta,1.54188937063703,0.0871598922553981
mu0,1.15539024613365,0.188975730097914
sigma0,0.441560390594231,0.12924871884654
beta,1.51793613787748,0.0524562301655383
mu0,0.482588408838893,0.114733348868755
sigma0,0.282875891515554,0.0685082867708325
beta,1.50575521284706,0.0562791054419748
mu0,0.335828461908776,0.197905171553078
sigma0,0.550591151045262,0.18225530603335
beta,1.4913460717004,0.0714857972281491
mu0,0.547400798307328,0.154678625224441
sigma0,0.465636273914321,0.137519943694633
beta,1.47013419926052,0.0709587703175306
mu0,0.442474120973471,0.146618683646731
sigma0,0.291217143081048,0.0839633476635544
beta,1.57154775688659,0.0879619754278633
mu0,0.893277140820663,0.133794748337809
sigma0,0.307851775312173,0.0978559325168492
beta,1.38744810352369,0.0632428670722058
mu0,0.514417354267357,0.20766619244629
sigma0,0.564515846642394,0.155423564835172
beta,1.42239092568304,0.0539433346695092
mu0,0.402820120849566,0.18803372442019
sigma0,0.52503908171883,0.125079152232923
beta,1.36741259002768,0.0833307124990096
mu0,0.573244208471057,0.194606336516097
sigma0,0.434809518643591,0.117011496604703
beta,1.47152761624126,0.065655973439233
mu0,0.340848695269617,0.210997450074373
sigma0,0.555900989244829,0.187817964151961
beta,1.57788278371915,0.0934604494646404
mu0,0.758847251217788,0.167106060451866
sigma0,0.350694127896509,0.0882029024383789
beta,1.47086522534934,0.0765253128517622
mu0,0.725907912400069,0.169509249989396
sigma0,0.397649749735531,0.14512322936293
beta,1.51261754909905,0.0643198891703692
mu0,0.449085692384571,0.145113313895142
sigma0,0.378734602418219,0.0829268997608338
beta,1.4316433142755,0.0675447933076115
mu0,0.197798740879241,0.211870082734186
sigma0,0.416222518932561,0.10329488975415
beta,1.44184374357462,0.0731718504683212
mu0,0.728951124287905,0.188970668513573
sigma0,0.482938970480317,0.121713096718194
beta,1.5235923929824,0.0887317688690984
mu0,0.805181489806623,0.21756394881324
sigma0,0.55277128643398,0.155474094034977
beta,1.51741132699097,0.0473176155878412
mu0,0.320340967455927,0.207453821937041
sigma0,0.629069222624822,0.163347565248913
beta,1.39646664300067,0.0819074646962543
mu0,0.829000019689217,0.177273043469771
sigma0,0.440046991757005,0.125740674464571
beta,1.59227533208171,0.0723656999370847
mu0,0.547178962589705,0.220250578802654
sigma0,0.57659463400505,0.135684010368342
beta,1.44855905982836,0.069445412608756
mu0,0.489306206149953,0.263176813241328
sigma0,0.666653399910297,0.233823434355828
beta,1.48633588192007,0.0556670578699817
mu0,0.450803148349203,0.119322534671191
sigma0,0.340566802224674,0.0810455489368177
beta,1.54783146361858,0.0455986956313806
mu0,0.687243440588035,0.31449294451626
sigma0,0.761168377886131,0.193895054518871
beta,1.53771246150922,0.0617004626951938
mu0,0.44037644184215,0.223271380705248
sigma0,0.592102519683946,0.137188825039051
beta,1.4256755205319,0.0926385714147047
mu0,0.429798052037083,0.18459255888298
sigma0,0.275828236783873,0.0841952489987104
beta,1.30912020812815,0.0831215856917816
mu0,0.774796633757244,0.17111502848512
sigma0,0.308496217048724,0.0790880618746322
beta,1.53778355857758,0.0556200916300584
mu0,0.394086020339673,0.208710786928051
sigma0,0.647606117483123,0.217987786785122
beta,1.42264408237786,0.05804193873716
mu0,0.295129778025727,0.211689629150719
sigma0,0.603054107777208,0.165949657040928
beta,1.37381608515363,0.064566480506979
mu0,0.530910304143205,0.140798731301417
sigma0,0.274079624196629,0.077636731532925
beta,1.42541670856185,0.0748300996051974
mu0,0.403461806481809,0.198943177947888
sigma0,0.331767546023481,0.134631482949052
beta,1.47694629021664,0.0696536308106963
mu0,0.371765095571125,0.158097027367061
sigma0,0.383000768667359,0.0890001845883537
beta,1.45596076128167,0.0827359739630756
mu0,0.507438238665148,0.167285396097868
sigma0,0.217053021864673,0.081224423764494
beta,1.43874675197321,0.0838845327519261
mu0,0.35161875480011,0.189728598186862
sigma0,0.304589235288993,0.0676230080176705
beta,1.42215362010775,0.0758726330269266
mu0,0.374888782768481,0.213360116849262
sigma0,0.45399680806193,0.178703106619053
